contig_5335_pilon	54147	160959	1	3	1	4	0	48
contig_5346_pilon	760	7717	1	1	1	1	0	55
contig_5346_pilon	128732	129050	2	2	1	140	0	21
contig_5375_pilon	76761	100926	2	2	1	890	0	72
contig_5375_pilon	101021	105228	2	2	1	891	0	43
contig_5375_pilon	118519	131758	2	2	1	1	0	36
contig_5375_pilon	131795	136041	2	2	1	1	0	25
contig_5375_pilon	136154	136703	2	2	1	1	0	14
contig_5375_pilon	137700	163591	2	2	1	181	0	30
contig_5389_pilon	378853	451680	2	2	1	8	0	20
contig_5389_pilon	443547	443711	1	1	1	2	0	47
contig_5415_pilon	153671	153759	1	1	1	1	0	25
contig_5419_pilon	441947	498216	0	0	1	24	0	45
contig_5423_pilon	501813	502180	2	2	1	366	0	22
contig_5423_pilon	520150	520534	2	2	1	7	0	40
contig_5423_pilon	542351	544406	1	1	1	1154	0	56
contig_5429_pilon	114136	118691	2	2	1	1028	0	38
contig_5429_pilon	495718	497667	1	1	1	1	0	28
contig_5429_pilon	497696	498767	1	1	1	1	0	28
contig_5429_pilon	604441	605088	2	2	1	178	0	45
contig_5434_pilon	276993	279050	2	2	1	260	0	38
contig_546_pilon	432396	434172	1	1	1	221	0	54
contig_5467_pilon	19437	20039	1	1	1	2	0	35
contig_5467_pilon	20796	21032	1	1	1	417	0	25
contig_5467_pilon	21178	21312	1	1	1	414	0	17
contig_5467_pilon	88311	88417	2	2	1	1087	0	47
contig_5477_pilon	19594	49956	2	2	1	1	0	55
contig_5482_pilon	492977	494097	2	2	1	977	0	73
contig_5482_pilon	504338	539005	1	1	1	384	1	46
contig_5482_pilon	539091	541033	1	1	1	382	1	48
contig_5482_pilon	564828	565908	1	1	1	995	0	20
contig_5482_pilon	566735	567989	1	1	1	84	0	68
contig_5482_pilon	568204	571622	1	1	1	3	0	61
contig_5482_pilon	720772	728612	2	2	1	1	0	56
contig_5484_pilon	255840	285468	1	1	1	388	1	50
contig_5484_pilon	255840	388988	1	1	1	3	1	50
contig_5485_pilon	86133	86257	2	2	1	508	0	54
contig_5485_pilon	226195	228995	1	1	1	949	0	34
contig_5485_pilon	230952	231496	1	1	1	920	0	44
contig_5485_pilon	231568	232793	1	1	1	928	0	37
contig_5485_pilon	680390	680739	1	1	1	4	0	39
contig_5495_pilon	590899	601854	2	2	1	44	0	15
contig_5499_pilon	791187	791872	1	1	1	1	0	32
contig_5502_pilon	417742	418063	2	2	1	1	0	45
contig_5502_pilon	418177	418527	2	2	1	1	0	41
contig_5502_pilon	447179	449806	2	2	1	506	1	73
contig_5502_pilon	449903	452469	2	2	1	511	1	25
contig_5515_pilon	122761	123096	2	2	1	1	0	58
contig_5526_pilon	176102	187723	2	2	1	438	1	40
contig_5538_pilon	44481	44780	1	1	1	611	0	62
contig_5538_pilon	44843	47782	1	1	1	611	0	35
contig_5538_pilon	157039	160178	1	1	1	648	0	55
contig_5539_pilon	134926	144442	1	1	1	16	0	41
contig_5539_pilon	144496	145110	1	1	1	16	0	24
contig_5539_pilon	248985	334628	1	1	1	0	387	62
contig_5539_pilon	248985	407357	1	1	1	0	387	62
contig_5549_pilon	86819	91687	1	1	1	446	0	30
contig_5549_pilon	442936	443118	2	2	1	13	0	26
contig_5549_pilon	443145	443324	2	2	1	13	0	24
contig_5549_pilon	842580	844247	1	1	1	1	0	69
contig_5551_pilon	579481	579659	1	1	1	1	0	62
contig_5551_pilon	579481	591034	1	1	1	1	0	37
contig_5551_pilon	587333	591034	1	1	1	539	0	32
contig_5569_pilon	193223	193338	1	1	1	0	1	14
contig_5569_pilon	435869	441090	2	2	1	1	0	37
contig_5569_pilon	473166	473929	2	2	1	1	0	56
contig_5569_pilon	474004	481688	2	2	1	1	0	67
contig_5571_pilon	142738	147630	2	2	1	255	0	28
contig_5571_pilon	184050	184210	2	2	1	795	0	67
contig_5574_pilon	60155	78596	2	2	1	2	0	60
contig_5574_pilon	136965	137531	2	2	1	1	0	46
contig_5574_pilon	137578	141848	2	2	1	1	0	46
contig_5602_pilon	546308	548651	2	2	1	394	0	29
contig_5602_pilon	551316	551403	2	2	1	234	0	53
contig_563_pilon	581082	581959	1	1	1	1	0	65
contig_563_pilon	582121	583328	1	1	1	1	0	28
contig_5640_pilon	45638	57925	2	2	1	271	0	61
contig_5640_pilon	913599	918104	2	2	1	3	0	42
contig_5640_pilon	946044	946911	1	1	1	1	0	75
contig_5640_pilon	954703	954816	1	1	1	1	0	72
contig_5640_pilon	954925	955809	1	1	1	1	0	36
contig_5640_pilon	1253334	1292098	1	1	1	3	0	17
contig_5640_pilon	1280787	1287167	2	2	1	405	0	19
contig_5643_pilon	36809	37081	2	2	1	1	0	35
contig_5643_pilon	37211	37461	2	2	1	1	0	34
contig_5643_pilon	258340	258456	2	2	1	14	0	32
contig_5643_pilon	258513	259728	2	2	1	14	0	32
contig_5643_pilon	269434	269736	2	2	1	249	0	24
contig_5643_pilon	269809	270276	2	2	1	249	0	31
contig_5643_pilon	274975	275149	2	2	1	109	0	48
contig_5643_pilon	281637	281751	2	2	1	403	0	34
contig_5643_pilon	495764	497915	1	1	1	1	0	60
contig_5643_pilon	549779	551004	1	1	1	1	0	20
contig_5643_pilon	551535	551805	1	1	1	300	0	75
contig_5643_pilon	551892	552142	1	1	1	299	0	26
contig_5643_pilon	615149	615278	1	1	1	1	0	24
contig_5643_pilon	634992	635156	1	1	1	358	0	19
contig_5649_pilon	171744	172063	1	1	1	672	0	46
contig_5649_pilon	448363	448879	1	1	1	1	0	15
contig_5649_pilon	1017433	1017763	1	1	1	253	0	68
contig_5649_pilon	1476276	1479528	1	1	1	66	0	63
contig_5669_pilon	186145	186553	1	1	1	332	0	46
contig_5669_pilon	186619	187060	1	1	1	2	0	34
contig_5669_pilon	187095	187247	1	1	1	2	0	34
contig_5669_pilon	213466	215462	2	2	1	1	0	21
contig_5669_pilon	215540	216828	2	2	1	1	0	67
contig_5669_pilon	222104	226078	2	2	1	471	0	33
contig_567_pilon	317579	317714	2	2	0	1	0	34
contig_567_pilon	317800	322254	2	2	0	1	0	44
contig_567_pilon	322322	326925	2	2	1	1102	0	68
contig_567_pilon	326997	329281	2	2	1	1102	0	59
contig_567_pilon	329358	331040	2	2	1	477	0	13
contig_567_pilon	331099	338090	2	2	1	595	0	61
contig_5671_pilon	368900	370404	1	1	1	874	0	55
contig_5671_pilon	370551	376738	1	1	1	1251	0	42
contig_5671_pilon	376781	392775	1	1	1	668	0	54
contig_5684_pilon	313062	315407	2	2	1	50	0	51
contig_5684_pilon	351696	358661	2	2	1	1100	2	58
contig_5684_pilon	351696	361315	2	2	1	5	0	75
contig_5684_pilon	485557	721520	1	1	1	7	0	23
contig_5686_pilon	93904	170215	1	1	1	1231	0	50
contig_5686_pilon	170343	171643	1	1	1	1209	0	28
contig_5686_pilon	203002	208031	1	1	1	580	0	63
contig_5686_pilon	208722	212480	1	1	1	2	0	36
contig_5686_pilon	215475	219533	1	1	1	15	0	16
contig_5690_pilon	832830	840173	1	1	1	1	1	38
contig_5690_pilon	938803	939047	1	1	1	89	0	62
contig_5690_pilon	1044778	1073769	1	1	1	224	0	15
contig_5690_pilon	1078720	1086391	1	1	1	458	0	61
contig_5690_pilon	1103632	1105450	1	1	1	1	0	49
contig_5696_pilon	319793	320115	1	1	1	1005	0	51
contig_5696_pilon	689817	692386	1	1	1	1	0	63
contig_5696_pilon	732505	734430	1	1	1	58	1	15
contig_5696_pilon	764684	764836	2	2	1	1098	0	73
contig_5698_pilon	18853	19229	1	1	1	487	0	30
contig_57_pilon	315769	318640	1	1	1	9	0	61
contig_5711_pilon	187827	188730	1	1	1	436	1	13
contig_5711_pilon	202264	202933	1	1	1	2	0	62
contig_5711_pilon	215851	215947	1	1	1	1	0	74
contig_5715_pilon	576812	599129	2	2	1	1	0	73
contig_5715_pilon	599213	599777	2	2	1	1	0	13
contig_5718_pilon	1625616	1628563	1	1	1	113	736	55
contig_5718_pilon	1628635	1629215	1	1	1	113	736	72
contig_5720_pilon	994	16392	2	2	1	0	1	36
contig_5720_pilon	317965	327095	1	1	1	1	0	18
contig_5727_pilon	172710	172797	1	1	1	443	0	37
contig_5727_pilon	176568	176652	1	1	1	142	0	32
contig_5727_pilon	178134	178221	1	1	1	1	0	61
contig_5727_pilon	178344	179257	1	1	1	1	0	34
contig_5727_pilon	201912	202861	2	2	1	400	0	45
contig_5727_pilon	209098	209835	2	2	1	1	0	33
contig_5727_pilon	210020	210122	2	2	1	1	0	73
contig_5727_pilon	210252	210369	2	2	1	1	0	57
contig_5727_pilon	210460	211224	2	2	1	1	0	67
contig_5727_pilon	542565	543341	0	0	1	805	0	70
contig_5728_pilon	367899	368202	2	2	1	1119	1	26
contig_5728_pilon	368349	368941	2	2	1	50	0	57
contig_6873_pilon	559226	595981	2	2	1	199	0	52
contig_6885_pilon	124617	128443	2	2	1	383	1	63
contig_6885_pilon	478632	817889	1	1	1	0	137	49
contig_6885_pilon	657682	817889	1	1	1	0	137	50
contig_6888_pilon	47494	56252	1	1	1	1	0	36
contig_6888_pilon	56289	58955	1	1	1	1	0	36
contig_6898_pilon	115981	116671	1	1	1	1	0	60
contig_6898_pilon	119777	122611	1	1	1	15	0	20
contig_6902_pilon	3625	37411	2	2	1	0	4	27
contig_6902_pilon	473771	489731	1	1	1	9	0	20
contig_6902_pilon	495525	496273	1	1	1	91	0	40
contig_6902_pilon	498512	501734	1	1	1	1	0	68
contig_6902_pilon	501944	513073	1	1	1	664	0	61
contig_6902_pilon	513229	514497	1	1	1	202	0	30
contig_6902_pilon	519327	519462	1	1	1	57	0	45
contig_6914_pilon	121100	121241	1	1	1	1	0	67
contig_6914_pilon	129701	129910	0	0	1	429	0	71
contig_6915_pilon	187227	187850	2	2	1	64	0	18
contig_6915_pilon	213721	214286	2	2	1	1	0	26
contig_6915_pilon	214401	215734	2	2	1	1	0	20
contig_6915_pilon	248219	248877	2	2	1	132	0	53
contig_6929_pilon	101921	102603	1	1	1	57	0	14
contig_6929_pilon	102668	123375	1	1	1	501	2	34
contig_6929_pilon	123410	126552	1	1	1	503	2	38
contig_6929_pilon	127242	127703	1	1	1	50	0	74
contig_6929_pilon	127787	130707	1	1	1	2	0	53
contig_6929_pilon	130971	131948	1	1	1	991	2	50
contig_6929_pilon	187961	188164	2	2	1	1	0	14
contig_6938_pilon	157701	157886	2	2	1	912	0	68
contig_6946_pilon	111886	111959	2	2	1	29	0	40
contig_695_pilon	43144	44105	1	1	1	1	0	12
contig_6954_pilon	140626	142274	1	1	1	1	0	49
contig_6954_pilon	142420	142939	1	1	1	1	0	60
contig_6954_pilon	226046	226655	1	1	1	1009	0	46
contig_6954_pilon	693671	696776	2	2	1	1	0	53
contig_6958_pilon	32602	33473	2	2	1	634	0	33
contig_6958_pilon	149939	154425	2	2	1	201	0	35
contig_6958_pilon	786796	787588	1	1	1	1	0	64
contig_6958_pilon	787714	792713	1	1	1	1	0	46
contig_6958_pilon	848006	849084	1	1	1	1	0	36
contig_6958_pilon	849230	851727	1	1	1	1	0	43
contig_6959_pilon	73197	127015	2	2	1	0	2	42
contig_6975_pilon	120765	121734	1	1	1	5	0	45
contig_6975_pilon	159773	159846	2	2	1	52	0	45
contig_6975_pilon	162549	163009	2	2	1	1137	0	66
contig_6975_pilon	162549	163054	2	2	1	10	0	25
contig_6975_pilon	440628	441781	1	1	1	1	0	68
contig_6975_pilon	441874	448648	1	1	1	1	0	68
contig_6980_pilon	361226	362331	1	1	1	31	0	43
contig_6980_pilon	368383	370468	1	1	1	47	0	39
contig_6980_pilon	370641	371430	1	1	1	46	0	56
contig_6999_pilon	208655	243704	2	2	1	0	1	29
contig_7004_pilon	411991	412398	2	4	1	52	0	71
contig_7009_pilon	415783	415969	2	2	1	577	0	67
contig_7009_pilon	506634	512647	1	1	1	1	0	41
contig_7009_pilon	518118	522866	1	1	1	1	0	25
