contig_5331_pilon	250569	251700	2	2	1	281	0	65
contig_5331_pilon	716634	724560	1	1	1	1	0	56
contig_5352_pilon	121830	125592	1	1	1	508	0	41
contig_5389_pilon	381046	384409	1	1	1	640	0	75
contig_5389_pilon	394147	394470	1	1	1	606	0	59
contig_5419_pilon	123715	124195	2	2	1	12	0	34
contig_5423_pilon	70226	95538	2	2	1	1	0	57
contig_5423_pilon	205967	206438	2	2	1	2	0	13
contig_5423_pilon	223710	244252	2	2	1	432	0	62
contig_5423_pilon	244414	245160	2	2	1	9	0	15
contig_5423_pilon	245261	250720	2	2	1	9	0	36
contig_5423_pilon	281957	282264	2	2	1	3	0	67
contig_5423_pilon	502336	502610	2	2	1	1	0	41
contig_5423_pilon	542351	544406	1	1	1	36	0	59
contig_5423_pilon	544525	545686	1	3	1	35	0	57
contig_5423_pilon	549489	560563	2	2	1	16	0	32
contig_5424_pilon	126574	128702	2	2	1	1	0	59
contig_5424_pilon	128813	129702	2	2	1	1	0	26
contig_5424_pilon	144343	152897	2	2	1	760	0	60
contig_5424_pilon	153021	155822	2	2	1	755	0	14
contig_5428_pilon	226551	228104	1	1	1	559	0	19
contig_5428_pilon	243021	243192	1	1	1	32	0	39
contig_5434_pilon	410685	420366	2	2	1	479	0	73
contig_546_pilon	92770	146817	1	1	0	1	1	16
contig_546_pilon	146847	147557	1	1	1	508	1	56
contig_546_pilon	155475	245577	2	6	1	49	5	20
contig_5467_pilon	14740	14956	1	1	1	1	0	50
contig_5472_pilon	402600	408091	2	2	1	56	0	50
contig_5482_pilon	492977	494097	2	2	1	10	0	66
contig_5482_pilon	568204	571622	1	1	1	26	0	40
contig_5485_pilon	216830	217244	1	1	1	6	0	73
contig_5489_pilon	368112	407354	2	2	1	2	0	33
contig_5495_pilon	537602	538381	2	2	1	1	0	38
contig_5499_pilon	183349	186417	2	2	1	564	0	41
contig_5499_pilon	186457	189031	2	2	1	564	0	39
contig_5499_pilon	803522	807829	1	1	1	4	0	34
contig_5499_pilon	807916	809513	1	1	1	4	0	31
contig_5499_pilon	809641	816553	1	1	1	4	0	30
contig_5502_pilon	377826	395620	1	1	1	867	0	73
contig_5502_pilon	529121	530137	1	1	1	252	1	75
contig_5502_pilon	530246	532889	1	1	1	249	1	43
contig_5515_pilon	122761	123096	2	2	1	1	0	33
contig_5526_pilon	176102	187723	2	2	1	223	0	43
contig_5538_pilon	232648	258861	1	1	1	20	0	71
contig_5539_pilon	101497	102939	1	1	1	33	0	48
contig_5549_pilon	408526	409516	1	1	1	338	0	23
contig_5549_pilon	442936	443118	2	2	1	13	1	26
contig_5549_pilon	443145	443324	2	2	1	13	1	34
contig_5549_pilon	443363	443637	2	2	1	13	1	38
contig_5566_pilon	26372	32362	2	2	1	143	0	65
contig_5566_pilon	47555	48077	2	2	1	1	0	18
contig_5566_pilon	48126	48612	2	2	1	1	0	48
contig_5569_pilon	428346	429201	2	2	1	3	0	51
contig_5571_pilon	184356	184603	2	2	1	305	0	38
contig_5574_pilon	136965	137531	2	2	1	55	0	47
contig_5586_pilon	755737	758540	1	1	1	1	0	72
contig_5590_pilon	345002	347923	1	1	1	1	0	58
contig_5620_pilon	81466	95466	2	2	1	548	0	33
contig_5620_pilon	95595	116673	2	2	1	580	0	35
contig_5620_pilon	116765	162316	2	2	1	579	0	26
contig_5623_pilon	211943	212143	2	2	1	1	0	34
contig_5623_pilon	213944	214681	2	2	1	1	0	42
contig_5628_pilon	418448	425662	2	2	1	1	0	31
contig_5628_pilon	425756	426473	2	2	1	1	0	45
contig_563_pilon	578134	579312	1	1	1	100	0	67
